在社会主义初级阶段，判断改革和各方面工作是非得失的标准是（    ）。【出题：武汉大学】,"['是否有利于发展社会主义社会的生产力 ', '是否有利于提高人民的生活水平', '是否有利于增强社会主义国家的综合国力 ']"
依法治国，基础是提高全社会的（    ）。,"['法律意识', '法制观念']"
1992年，邓小平在南方谈话中指出：“社会主义要赢得与资本主义相比较的优势，就必须大胆吸收和借鉴人类社会创造的一切文明成果。”此后，中国“吸收和借鉴文明成果”的举措是（    ）。【出题：武汉大学】,['探索建立社会主义市场经济体制']
（    ）年，中国正式成为世界贸易组织的成员。【出题：武汉大学】,['2001']
构建人类命运共同体思想，其核心是（    ）。,['建设持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界']
党在社会主义初级阶段的基本路线，最主要的内容是（    ）。,['一个中心、两个基本点']
新时代我国社会的主要矛盾是（    ）。,['人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾']
当前和今后一个时期，要坚决打好“三大攻坚战”，即坚决打好防范化解重大风险、精准脱贫、（  ）的攻坚战。,['污染防治']
1987年10月，党的十二届七中全会讨论并原则同意（  ），决定将其主要内容写入中共中央委员会向党的十三大的报告。,['政治体制改革总体设想']
参考其他冠状病毒所致疾病潜伏期，此次新型冠状病毒病例相关信息和当前防控实际，将密切接触者医学观察期定为（    ）天，并对密切接触者进行居家医学观察。【出题：武汉大学】,['14']
1992年1月，邓小平在视察珠海时指出：“以后分工越来越细，工艺越来越新，一家一户办不了，最终要走上集体化的道路。”据此可知，邓小平主张（    ）。【出题：武汉大学】,['深化农村经济体制改革']
（    ）是兴国之要，发展仍是解决我国所有问题的关键。【出题：武汉大学】,['以经济建设为中心']
社会主义初级阶段的科学含义是（   ）。,['我国的社会主义社会还处在初级阶段']
党的（    ）提出建设有中国特色社会主义文化的新命题，并把它作为党在社会主义初级阶段基本纲领的重要组成部分。【出题：武汉大学】,['十五大']
2004年9月，党的（    ）全会通过《关于加强党的执政能力建设的决定》。【出题：武汉大学】,['十六届四中']
党的十一届三中全会以后，邓小平指出“要发展生产力，（    ）是必由之路”。,['经济体制改革']
中国共产党领导的多党合作和政治协商制度，是从中国土壤中生长出来的新型政党制度，新就新在（    ）。,"['它是马克思主义政党理论同中国实际相结合的产物', '它能够真实、广泛、持久代表和实现最广大人民根本利益、全国各族各界根本利益', '它把各个政党和无党派人士紧密团结起来、为着共同目标而奋斗', '它通过制度化、程序化、规范化的安排集中各种意见和建议，推动决策科学化民主化']"
习近平总书记主持召开中央全面深化改革委员会第十五次会议，会议指出，推进对外贸易创新发展，要落实新发展理念，紧紧围绕构建新发展格局，以供给侧结构性改革为主线，深化科技创新、制度创新、业态和模式创新，加快提升贸易质量，稳定（    ），培育外贸新动能，深入推进贸易便利化，优化外贸发展环境。【出题：武汉大学】,"['供应链', '产业链']"
预防新型冠状病毒感染在饮食方面要注意什么？【出题：武汉大学】,"['多饮水', '注意食物多样性', '多吃新鲜蔬菜水果', '荤素适当']"
从根本上说，政治问题主要是对人民群众的态度问题、同人民群众的关系问题。（    ）我们党就能获得取之不尽的力量源泉。,"['一切为了群众', '一切相信群众', '一切依靠群众']"
图中反映了袁隆平（左二）带领科研团队培育成功强优势杂交水稻。取得这项伟大成就的历史时期是（    ）。【出题：武汉大学】,['社会主义曲折探索时期']
中国改革的第一个突破口是（    ）。【出题：武汉大学】,['农村改革']
（    ）是马克思主义最鲜明的品格。始终同人民在一起，为人民利益奋斗，是马克思主义政党同其他政党的根本区别。,['人民性']
思想建设是党的基础性建设，（    ）是思想建设的首要任务。,['坚定理想信念']
北伐战争期间农民运动发展最猛烈的省份有（    ）。,['湖南省、湖北省']
推进党的建设新的伟大工程，重点是加强党的（    ）。【出题：武汉大学】,['执政能力建设']
党的十二大后，我国农村改革的主要任务是（    ）。,['稳定和完善家庭联产承包责任制']
党的第十一次全国代表大会重申在20世纪内（    ）根本任务。,['把我国建设成为社会主义现代化强国']
它“是中国农民的又一个伟大创造。它为农村剩余劳动力从土地上转移出来，为农村致富和逐步实现现代化，为促进工业和整个经济的改革和发展，开辟了一条新路。”这段话评价的是（    ）。【出题：武汉大学】,['乡镇企业']
党的十五大报告指出，马克思列宁主义同中国实际相结合有两次历史性飞跃，其中，第二次飞跃的理论成果是（    ）。【出题：武汉大学】,['邓小平理论']
2016年政府工作报告中提出“培育精益求精的（   ）”，“对供给侧结构性改革来说，目前就是低端产品供大于求，而高端需求空间还很大，我们就是要开拓和满足中高端，占据高端市场。”【出题：武汉大学】,['工匠精神']
2013年9月，国家主席习近平在访问（    ）的时候提出构建“丝绸之路经济带”。【出题：武汉大学】,['哈萨克斯坦 ']
2002年11月8日至14日，中国共产党第十六次全国代表大会在北京举行，（    ）作题为《全面建设小康社会，开创中国特色社会主义事业新局面》的报告。【出题：武汉大学】,['江泽民']
全面深化改革的总目标是（        ）。【出题：武汉大学】,['完善和发展中国特色社会主义制度，推进国家治理体系和治理能力现代化']
习近平指出，中国特色社会主义进入新时代，必须把（    ）作为宣传思想工作的中心环节。,['统一思想、凝聚力量']
中国（上海）自由贸易试验区临港新片区明确规定，在适用自由贸易试验区各项开放创新措施的基础上，支持新片区以（    ）等为重点，推进投资贸易自由化便利化。,"['资金自由', '投资自由', '贸易自由', '运输自由、人员从业自由']"
国防和军队现代化建设是一个系统工程。必须坚持（    ），更加注重聚焦实战、更加注重创新驱动、更加注重体系建设、更加注重集约高效、更加注重军民融合。,"['依法治军', '改革强军', '科技兴军', '政治建军']"
面对人口、资源和环境的严峻形势，党的十五大指出要（    ），促进经济和社会协调发展。【出题：武汉大学】,"['可持续发展', '合理利用资源，保护生态环境', '搞好计划生育']"
新中国成立初期，中国共产党对私营工商业进行全面调整的原则是（    ）。,"['公私兼顾', '劳资两利']"
党的十二大把继续推进（    ）作为全面开创新局面的首要任务。【出题：武汉大学】,['经济建设']
党的十五大后，以（    ）为方向的国有企业改革攻坚全面展开。【出题：武汉大学】,['建立现代企业制度']
为人民谋幸福，是中国共产党人的初心。习近平总书记指出：“（    ），就是我们的奋斗目标”。,['人民对美好生活的向往']
在新民主主义革命时期，压在中国人民身上的“三座大山”不包括（    ）。,['本国资本主义']
提出建设有中国特色社会主义文化的新命题是在党的（    ）。,['十五大']
中国特色社会主义制度是一个严密完整的科学制度体系，其中具有统领地位的是（    ）。,['党的领导制度']
中国共产党历史上第一个精神文明建设的纲领性文件是（    ）。,['《关于社会主义精神文明建设指导方针的决议》']
党的十二大把（    ）提高到了重要位置。【出题：武汉大学】,['社会主义精神文明建设']
1992年6月，党中央、国务院决定开放长江沿岸的5个城市，不久又批准17个省会为内陆开放城市。同时，遍布东北、西北和西南地区的13个内陆边境城市逐步开放。这些举措（    ）。【出题：武汉大学】,['深化了我国对外开放']
特区经济主要实行（    ）调节。,['市场']
科学发展观的基本要求是（    ）。【出题：武汉大学】,['全面协调可持续']
首次对马克思主义中国化第二次飞跃的理论成果——中国特色社会主义理论体系作了概括的会议是（    ）。【出题：武汉大学】,['党的十七大']
（    ）是我们党最鲜明的品格。,['勇于自我革命、从严管党治党']
2001年，中国加入世界贸易组织后形成的对外开放格局是（    ）。,"['多层次', '全方位', '宽领域']"
如果接到疾控部门通知，你是一个密切接触者，该怎么办?【出题：武汉大学】,"['按照要求进行居家医学观察', '做好自我身体状况观察', '定期接受社区医生的随访']"
社会主义核心价值观把涉及国家、社会、公民三个层面的价值要求融为一体，其凝练概括和集中表达是（    ）。,"['自由、平等、公正、法治', '富强、民主、文明、和谐', '爱国、敬业、诚信、友善']"
（    ）为农村商品经济的发展创造了条件。,"['家庭联产承包责任制的普遍实行', '人民公社制度的取消']"
下列（    ）是感染新冠肺炎的临床表现。【出题：武汉大学】,['发热、乏力，呼吸道症状以干咳为主，并逐渐出现呼吸困难，严重者表现为急性呼吸窘迫综合征、脓毒性休克、难以纠正的代谢性酸中毒和出凝血功能障碍。']
2005年4月22日，胡锦涛在雅加达亚非峰会上发表题为《与时俱进，继往开来，构筑亚非新型战略伙伴关系》的讲话，提出“推动不同文明友好相处、平等对话、发展繁荣，共同构建一个（    ）”的倡议。【出题：武汉大学】,['和谐世界']
2012年11月29日，习近平率中央政治局常委和中央书记处的同志在参观《复兴之路》展览时，提出的重大命题是（    ）。,['实现中国梦']
区别新民主主义革命与旧民主主义革命的根本标志是（    ）。,['革命领导权不同']
中国共产党在新世纪召开的第一次全国代表大会是（    ）。【出题：武汉大学】,['党的十六大   ']
（    ）是我们党的生命线和根本工作路线，是我们党永葆青春活力和战斗力的重要传家宝。,['群众路线']
20世纪60年代末，美国开始调整对华政策。毛泽东敏锐地察觉美国的变化，抓住时机向美国发起了（    ），以出人意料的方式促进了中美关系的发展和世界形势的变化。,['乒乓外交']
党的十一届三中全会后，城市经济体制改革中心环节是（    ）。【出题：武汉大学】,['增强企业活力']
“八五”计划胜利完成的时间是（    ）。【出题：武汉大学】,['1995年']
邓小平理论的精髓是（    ）。,['解放思想、实事求是']
2016年中央一号文件，要求各地区各部门要牢固树立和深入贯彻落实（   ）的发展理念。【出题：武汉大学】,['创新、协调、绿色、开放、共享']
"2007年10月15至21日，中国共产党（    ）全国代表大会在北京举行,胡锦涛作题为《高举中国特色社会主义伟大旗帜，为夺取全面建设小康社会的新胜利而奋斗》的报告。【出题：武汉大学】",['第十七次']
国际金融危机席卷全球后，经过艰苦努力，我国在世界上率先实现经济回升。从2009年第（    ）季度起，我国经济止跌回升。【出题：武汉大学】,['二']
1978年5月，《实践是检验真理的唯一标准》一文发表在（    ）上，引发一场关于真理标准问题大讨论。,['《光明日报》']
进入新世纪新阶段，我国国民经济发展的资源环境压力日渐加大，为缓解和克服传统工业化道路大量消耗能源的弊端，党的（    ）第一次对我国要走新型工业化道路作出明确部署。【出题：武汉大学】,['十六大']
经济特区产业结构以（    ）为主。,['工业']
在党的十一届三中全会前夕的中央工作会议上，邓小平同志作了（    ）的讲话，实际上成为了十一届三中全会的主题。,['《解放思想，实事求是，团结一致向前看》']
1975年，邓小平以（    ）为突破口，开启对全国工作进行整顿的开端。,['军队整顿']
新发展理念包括创新、（  ）、绿色、开放、共享。,['协调']
（    ）已成为中华民族团结奋斗的最大公约数和最大同心圆。,['中国梦']
2003年10月，党的十六届三中全会通过的《关于完善社会主义市场经济体制若干问题的决定》指出：“坚持（    ），树立全面、协调、可持续的发展观，促进经济社会和人的全面发展。”【出题：武汉大学】,['以人为本']
党的十七大报告指出，新时期最鲜明的特点是（    ）。,['改革开放']
坚持社会主义市场经济改革方向，核心问题是处理好（    ）。,['政府和市场的关系']
邓小平强调，中国解决所有问题的关键是要靠自己的（    ）。,['发展']
1990年4月，根据邓小平的建议，启动了对（  ）的开发。,['上海浦东新区']
习近平新时代中国特色社会主义思想是（    ）。,"['新时代的精神旗帜', '马克思主义中国化的最新成果', '当代中国马克思主义、21世纪马克思主义', '实现中华民族伟大复兴的行动指南']"
下面属于党的十三大主要内容的是：（    ）。【出题：武汉大学】,"['阐明了社会主义初级阶段理论', '提出了党在社会主义初级阶段的基本路线', '提出社会主义初级阶段经济发展分三步走的战略部署']"
1994年，我国为加快经济体制改革推进的举措是（    ）。【出题：武汉大学】,"['计划体制改革', '国有企业改革', '投资体制改革', '价格管理体制改革']"
 “大量事实表明，市场是配置资源和提供激励的有效方式，它通过竞争和价格杠杆把稀缺物资配置到能创造最好效益的环节中去……而且市场对各种信号的反应也是灵敏迅速的。”这表明（    ）。【出题：武汉大学】,['市场机制能够为社会主义经济增添生机和活力']
（  ）和（  ）在现代化建设中具有基础性、先导性、全局性作用，（  ）是民族的血脉和人民的精神家园，必须放在更加重要的战略位置。【出题：武汉大学】,['教育、科技；文化']
面对新时代的新要求，必须坚持（    ）工作总基调，统筹推进“五位一体”总体布局，协调推进“四个全面”战略布局，抓住战略重点，实现构建突破。,['稳中求进']
“四个伟大”是一个紧密联系、相互贯通、相互作用、有机统一的整体。其中，起决定性作用的是（    ）。,['伟大工程']
2006年，中国首家信托登记机构——（    ）落户浦东。,['上海信托登记中心']
中国对外政策的根本原则是（    ）。,['独立自主']
社会主义民主政治的本质要求是（    ）。,['人民当家作主']
（    ）年7月1日，中国政府对香港恢复行使主权。,['1997']
第一次对社会主义初级阶段科学内涵进行系统阐述是在党的（    ）。,['十三大']
在中国共产党七届二中全会上，毛泽东提出了“两个务必”的思想，其原因主要是（    ）。,['中国共产党即将成为执政党']
党的十八大报告认为解决“三农”问题的根本途径是（   ）。【出题：武汉大学】,['城乡发展一体化']
邓小平成为党的中央领导集体的核心是在（    ）。,['十一届三中全会']
（    ）首次提出“推进国家治理体系和治理能力现代化”这个重大命题。,['党的十八届三中全会']
1980年8月，邓小平发表《党和国家领导制度的改革》的重要讲话，提出逐步实现各级领导人员“四化”要求，“四化”包括：（    ）。,"['知识化', '专业化', '革命化', '年轻化']"
准确把握人民政协性质定位。人民政协作为统一战线的组织、多党合作和政治协商的机构、人民民主的重要实现形式，是（    ）。,"['是社会主义协商民主的重要渠道和专门协商机构', '是国家治理体系的重要组成部分', '具有多方面的独特优势', '是具有中国特色的制度安排']"
党的十五大指出，公有制经济包括（    ）。【出题：武汉大学】,"['集体经济', '混合所有制经济中的国有成分和集体成分', '国有经济']"
党的十六大明确了全面建设小康社会的奋斗目标，使经济更加发展、民主更加健全、（    ）。【出题：武汉大学】,"['科教更加进步', '文化更加繁荣', '社会更加和谐', '人民生活更加殷实']"
我们党在带领人民进行伟大社会革命的同时，不断进行（    ），这是我们党不断从胜利走向胜利的关键所在。,['伟大自我革命']
党的十三大召开前夕，邓小平强调指出：“社会主义本身是共产主义的初级阶段，而我们中国又处在社会主义的初级阶段，就是不发达的阶段，一切都要从这个实际出发，根据这个实际来制订规划。”这一论述（   ）。,['第一次把社会主义初级阶段作为事关全局的基本国情加以把握']
工人阶级实现革命领导权的基础是（    ）。,['对于农民的领导']
"2004年1月，中共中央印发（    ）,提出实施马克思主义理论研究和建设工程。【出题：武汉大学】",['《关于进一步繁荣发展哲学社会科学的意见》']
1985年5月，中共中央作出《关于教育体制改革的决定》，提出教育改革的目的是（    ）。,['使各类教育能够主动适应经济社会发展多方面需要']
疫情期间可以参与聚会聚餐吗？（    ）【出题：武汉大学】,['否']
我国现行《宪法》是（    ）。【出题：武汉大学】,['1982年宪法']
搞清楚什么是社会主义、怎样建设社会主义，关键是要在坚持社会主义基本制度的基础上进一步认清（    ）。,['社会主义的本质']
十一届三中全会的主要任务是确定（    ）。,['把全党工作重点转移到社会主义现代化建设上来']
毛泽东思想关于党的建设理论中，始终放在党的建设的首位的是（    ）。,['加强党的思想建设']
1976年，我国援助非洲的（  ）完工。这是中国最大的援外成套项目之一。,['坦赞铁路']
十一届三中全会认为，我国经济体制权力过于集中，应该有计划地大胆下放，这样才有利于充分发挥（    ）的积极性。,"['国家', '地方', '劳动者个人', '企业']"
社会主义初级阶段的含义包括：（    ）。,"['我国社会已经是社会主义社会，我们必须坚持而不能离开社会主义', '我国的社会主义社会还处在初级阶段']"
中国特色社会主义制度是一个严密完整的科学制度体系，起四梁八柱作用的是（    ）。,"['基本制度', '重要制度', '根本制度']"
邓小平在南方谈话中对社会主义本质作了总结性理论概括，内容为（    ）。,"['解放生产力、发展生产力', '消除两极分化', '最终达到共同富裕', '消灭剥削']"
1982年，（    ）通过的宪法规定：“国家在必要时得以设立特别行政区，在特别行政区内实行的制度按照具体情况由全国人民代表大会以法律规定。”这体现了“一国两制”构想，为国家在香港、澳门设立特别行政区提供了直接的宪法依据。【出题：武汉大学】,['全国人大五届五次会议']
习近平在安徽凤阳县小岗村主持召开农村改革座谈会强调，中国要强农业必须强，中国要美农村必须美，中国要富农民必须富。要坚持把解决好“三农”问题作为全党工作重中之重，加大农村改革力度，加强城乡统筹，全面落实（   ）政策，促进农业基础稳固、农村和谐稳定、农民安居乐业。【出题：武汉大学】,['强农惠农富农']
（    ）是国家安全的根本。,['政治安全']
（  ）航天员成功进行中国人的第一次太空漫步。,['神舟七号']
（     ）建设作为西部大开发战略标志性工程建设，全长1956公里，是世界上海拔最高、线路最长的高原铁路，工程建设克服了多年冻土、高寒缺氧、生态脆弱等三大世界性工程技术难题。【出题：武汉大学】,['青藏铁路']
（    ）是中国共产党关于发展理论的重大升华，是习近平新时代中国特色社会主义经济思想的主要内容。,['新发展理念']
党的十七大报告指出，新时期最显著的成就是（    ）。,['快速发展']
以下关于“共同富裕”的理解正确的是（    ）。【出题：武汉大学】,['允许一部分地区先富起来，以先富带动后富']
“一带一路”指的是“（   ）”和“21世纪海上丝绸之路”。【出题：武汉大学】,['丝绸之路经济带']
“一带一路”建设的原则是（   ）。【出题：武汉大学】,"['共商', '共享', '共建  ']"
在民主革命阶段，中国共产党实行保护民族工商业的经济纲领的原因是（    ）。,"['新民主主义革命的性质决定的', '中国生产力发展的水平决定的', '民族资本主义经济是一种与新生产力相联系的先进的生产方式和经济成分']"
党的十五届五中全会强调，西部大开发战略的重点任务和目标是要在21世纪中叶建成一个（    ）、山川秀美的新西部。【出题：武汉大学】,"['经济繁荣', '社会进步', '民族团结', '生活安定']"
十一届三中全会实现的“三个历史性转变”包括（    ）。,"['从僵化半僵化到全面改革', '从以阶级斗争为纲到经济建设为中心', '从封闭半封闭到对外开放']"
有一座城市，它是1980年我国建立的第一个经济特区，被誉为“一夜崛起之城”，这座城市是（    ）。【出题：武汉大学】,['深圳']
现代化的本质是（    ）。,['人的现代化']
习近平指出：“全面推进依法治国涉及很多方面，在实际工作中必须有一个总揽全局、牵引各方的总抓手，这个总抓手就是（    ）”。,['建设中国特色社会主义法治体系']
有资料显示，1992年江苏省大丰县农民已拥有摩托车1850辆，人均储蓄已达800多元，“买辆摩托并不费劲”，一些农家姑娘将摩托车列为陪嫁品。这表明（    ）。【出题：武汉大学】,['改革开放促进了人民生活水平的提高']
先进生产力的集中体现和主要标志是（    ）。,['科学技术']
（    ）提出本世纪头二十年是全面建设小康社会的阶段，形成了“两个一百年”的奋斗目标。,['江泽民']
首次以差额选举方式选举产生了中央委员会和中央纪律检查委员会是在党的（    ）。【出题：武汉大学】,['十三大']
改革开放以来，我国已形成经济特区、沿海开放城市、沿海经济开放区、沿江开放港口城市、沿边开放城镇、内地省会开放城市的开放体系。山东的烟台和青岛属于这一体系中的（    ）。【出题：武汉大学】,['沿海开放城市']
把保护环境确立为基本国策是在（    ）。,['第二次全国环境保护会议']
毛泽东指出：“我们共产党人好比种子，人民好比土地。我们到了一个地方，就要同那里的人民结合起来，在人民中间生根、开花。”这段话强调中国共产党要（    ）。【出题：武汉大学】,['密切联系群众']
新型工业化道路，就是坚持以信息化带动工业化，以工业化促进信息化，走出一条（    ）、经济效益好、资源消耗低、环境污染少、人力资源优势得到充分发挥的新型工业化路子。【出题：武汉大学】,['科技含量高']
我国国内生产总值在（    ）年超越日本，成为仅次于美国的世界第二大经济体。【出题：武汉大学】,['2010']
习近平强调，不忘初心、牢记使命，说到底是（    ）的问题。,['为什么人、靠什么人']
以下选项中是“三个代表”重要思想的主要内容的是（    ）。,"['发展是党执政兴国的第一要务', '建设社会主义市场经济体制', '全面建设小康社会', '建设社会主义政治文明']"
必须树立（    ）的生态文明理念，把生态文明建设放在突出地位，融入经济建设、政治建设、文化建设、社会建设各方面和全过程，努力建设美丽中国，实现中华民族永续发展。,"['保护自然', '尊重自然', '顺应自然']"
在新民主主义革命时期，有三种建国方案可由中国人民在政治实践中选择，但从根本上说可供中国人民选择的方案主要是（    ）。,"['继续维持半殖民地半封建的旧中国', '创建新民主主义的新中国']"
1989年，在同广大发展中国家的关系方面，中国提出了（    ）的经济合作四项原则，开展了形式多样的经济合作，使中国与发展中国家的关系有了更深厚的经济基础。【出题：武汉大学】,['平等互利、讲求实效、形式多样、共同发展']
1974年，毛泽东同赞比亚总统卡翁达谈话时，初次提出关于（  ）的战略思想。这一思想认为，美、苏是第一世界；亚非拉和其他地区的发展中国家是第三世界；处于这两者之间的发达国家是第二世界。,['“三个世界”']
（    ）阐述了经济发展和生态环境保护的关系，揭示了保护生态环境就是保护生产力、改善生态环境就是发展生产力的道理，指明了实现发展和保护协同共生的新路径。,['绿水青山就是金山银山']
革命是要搞阶级斗争，但革命不只是搞阶级斗争。（    ）方面的革命也是革命，而且是很重要的革命，从历史的发展来看是最根本的革命。,['生产力']
中国坚持独立自主的和平外交政策，提出“大国是（  ），周边是（  ），发展中国家是（  ），多边是（  ）”的外交总体布局。,['关键，首要，基础，重要舞台']
在照顾可疑症状者时，最好固定一位家庭成员，这位家庭成员应身体健康状况良好且没慢性疾病，居住应该确保需要共用的空间（如厨房和卫生间）通风良好（保持窗户持续开放）。（    ）【出题：武汉大学】,['是']
1990年，中共中央、国务院为进一步对外开放而做出的战略决策是（    ）。【出题：武汉大学】,['开发、开放上海浦东新区']
进入新世纪，中国特色社会主义法律体系建设成效显著，到（    ）年底，中国特色社会主义法律体系已经形成。【出题：武汉大学】,['2010']
党的十七大报告强调，高举中国特色社会主义伟大旗帜，最根本的就是要坚持中国特色社会主义道路和（    ）。【出题：武汉大学】,['中国特色社会主义理论体系']
2005年3月14日，十届全国人大三次会议高票通过（     ），充分体现了党和国家以最大诚意和尽最大努力争取和平统一的一贯立场，表明了维护国家统一与领土完整的坚定决心。【出题：武汉大学】,['《中华人民共和国反分裂国家法》']
党的十七大报告提出，新时期最突出的标志是（    ）。【出题：武汉大学】,['与时俱进']
1975年，我国成功发射返回式遥感人造地球卫星，成为世界上第（  ）个掌握回收卫星技术的国家。,['三']
1983年10月，中共中央就农村体制改革问题作出的重大决定是（    ）。,"['废除人民公社', '成立村民委员会作为村民自治组织', '建立乡（镇政府作为基层政权']"
1980年7月26日，《人民日报》发表社论，明确提出的我国文艺工作总的口号是：（    ）。,"['为社会主义服务', '为人民服务']"
以下关于邓小平理论说法正确的是（    ）。,"['中国特色社会主义理论体系的开篇之作', '改革开放和社会主义现代化建设的科学指南', '马克思列宁主义、毛泽东思想的继承和发展']"
下列（    ）是公众预防新冠肺炎的正确措施。【出题：武汉大学】,"['保持手卫生。咳嗽、饭前便后、接触或处理动物排泄物后，要用流水洗手，或者用含有酒精成分的免洗洗手液。', '保持室内空气流通。避免到封闭、空气不流通的公共场所和人多集中的地方。']"
1986年3月，中国科学院几位科学家向党中央提出跟踪世界先进水平、发展高科技的建议。中共中央和国务院及时作出决定，实施《高新技术研究开发计划纲要》，此计划被称为（    ）。【出题：武汉大学】,['八六三计划']
改革开放后，逐渐形成了一个全方位、有重点、点面结合的对外开放格局，对这个格局表述正确的是（    ）。【出题：武汉大学】,['经济特区——沿海开放城市——沿海经济开放区——内地']
“一国两制”伟大构想在实践中首先运用于解决（    ）。,['香港问题、澳门问题']
实现社会主义初级阶段奋斗目标的根本立足点是（    ）。,['“自力更生，艰苦创业”']
把计划生育定为我国的一项基本国策是在党的（    ）。,['十二大']
2005年，党的（    ）全会提出“建设创新型国家”，在此战略的推动下，重要学科前沿和战略必争领域取得一批重大自主创新成果。【出题：武汉大学】,['十六届五中']
国务院办公厅印发《关于全面实施城乡居民大病保险的意见》，要求加快推进（   ）制度建设，筑牢全民基本医疗保障网底，让更多的人民群众受益。【出题：武汉大学】,['大病保险']
预防新冠肺炎家长应注意（    ）。【出题：武汉大学】,['不要带孩子频繁外出']
1979年4月召开的中央工作会议制定了用三年时间对国民经济实行（    ）的方针。【出题：武汉大学】,['调整、改革、整顿、提高']
《深入进行群众观点和群众路线教育》指出，想事情，做工作，想得对不对，做得好不好，根本的衡量尺度，就是（    ）。①人民拥护不拥护 ②人民赞成不赞成 ③人民高兴不高兴 ④人民答应不答应【出题：武汉大学】,['①②③④']
改革开放初期，我国重点实施“以市场换技术”发展战略，技术引进成为科技发展的主要途径；2002年，科技部印发《关于进一步增强原始性创新能力的意见》；2006年，我国提出和实施建设创新型国家的目标。这种变化表明（    ）。【出题：武汉大学】,['我国科技由模仿走向了创新']
坚持党的基本路线不动摇，关键是（    ）。【出题：武汉大学】,['坚持以经济建设为中心不动摇']
“统分结合”的（  ）普遍实行，促进了“政社合一”的人民公社体制的解体。,['农村家庭联产承包责任制']
邓小平在《目前的形势和任务》的讲话中提出中国人民长期奋斗的三件大事是（    ）。,"['维护世界和平', '加紧现代化建设', '实现祖国统一']"
（    ）是密切接触者。【出题：武汉大学】,"['与病例共同居住、学习、工作或其他有密切接触的人员', '诊疗、护理、探视病例时未采取有效防护措施的医护人员、家属或其他与病例有类似近距离接触的人员', '现场调查人员调查评估认为符合条件的人员', '与便利乘坐统一交通工具并有近距离接触人员标', '病例同病室的其他患者及其陪护人员']"
国有经济是我国国民经济的支柱。在国民经济中起主导作用，主要体现在对（    ）的控制力上。【出题：武汉大学】,['国民经济']
党的建设总体布局，摆在首位的是（    ）。,['政治建设']
与第二次世界大战前的资本主义相比，当代资本主义在许多方面已经并正在发生着深刻的变化。正确分析这些新变化发生的原因，有利于我们科学而全面地认识当代资本主义社会。导致当代资本主义新变化发生的根本推动力量是（   ）。,['科学技术革命和生产力的发展']
社会主义社会发展的直接动力是（   ）。,['改革']
把“三个代表”重要思想作为党的指导思想写入党章是在（    ）。,['十六大']
改革开放后，我国逐步建立起社会主义市场经济体制。下列有关社会主义市场经济体制的说法正确的是（    ）。①建立社会主义市场经济体制，就是要使市场在国家宏观调控下对资源配置起基础性作用②确立社会主义市场经济体制的根本目的是为了进一步解放和发展生产力。【出题：武汉大学】,['①②都正确']
