面对国民经济和人民生活的严重困难，党的指导方针发生了重要转变。1960年11月，中央发出（    ），迈出了克服严重经济困难的重要一步。【出题：武汉大学】,['《关于农村人民公社当前政策问题的紧急指示信》']
（  ）集中体现了一个国家基于文化而具有的凝聚力和生命力，以及由此产生的吸引力和影响力。,['文化软实力']
夺取决胜全面建成小康社会伟大胜利，特别要坚决打好（  ）、（  ）、（  ）三大攻坚战。,"['防范化解重大风险', '精准扶贫', '污染防治']"
中国特色社会主义，是（  ）和（  ）的辩证统一，是根植于中国大地、反映中国人民意愿、适应中国和时代发展进步要求的科学社会主义，是全面建成小康社会、加快推进社会主义现代化、实现中华民族伟大复兴的必由之路。,"['中国社会发展历史逻辑', '科学社会主义理论逻辑']"
图片为三届全国人大一次会议的现场。在这次会议中郑重提出了实现“四个现代化”的历史任务。符合“四个现代化”的内容的是（    ）。【出题：武汉大学】,"['现代国防', '现代工业 ', '现代农业 ']"
历史和现实告诉我们，只有（  ）才能救中国，只有（  ）才能发展中国，这是历史的结论、人民的选择。,"['中国特色社会主义', '社会主义']"
党在领导社会主义改造的实践中，创造了一系列适合中国特点的由初级到高级逐步过渡的形式，在相当一段时期采用让资本家继续从企业分得一部分红利和股息的办法，不仅有利于资本家接受改造，而且能继续发挥私营工商业在（    ）等方面的积极作用。【出题：武汉大学】,"['维持就业', '增加税收', '扩大生产', '搞活流通']"
中国一直坚持独立自主的外交政策，坚持相互尊重（    ）、互不侵犯、互不干涉内政、平等互利、和平共处五项原则。【出题：武汉大学】,['主权和领土完整 ']
（    ），为了抗美援朝、保家卫国，中共中央政治局命令中国人民志愿军出兵朝鲜作战，并任命彭德怀为志愿军司令员兼政治委员。【出题：武汉大学】,['1950年10月']
从社会主义改造必须同社会主义工业化的步骤相适应的要求来看，20世纪50年代中期（    ）合作化的完成，使农村土地由农民个体所有转变为合作社集体所有，解决了土地公有的问题，有利于对土地利用的合理规划，进行农田水利基本建设，改善农业生产条件。【出题：武汉大学】,['农业']
《中华人民共和国宪法》作为中华人民共和国的第一部宪法，确立了我国社会主义的根本政治制度，其中明确规定：“中华人民共和国是（    ）领导的、以工农联盟为基础的人民民主国家。”,['工人阶级']
1958年8月召开的（    ）会议，正式决定在全国农村中建立人民公社。,['北戴河会议']
（  ）是关系党和国家事业发展的根本性、全局性、稳定性、长期性问题。,['制度']
1955年4月，（    ）率中国代表团出席在印度尼西亚万隆举行的亚非会议。【出题：武汉大学】,['周恩来']
1958年6月1日，中共中央的理论刊物正式创刊，它是（    ）。,['《红旗》']
新中国成立之初，中央确定调整工商业工作必须在“公私兼顾，劳资两利”的基本方针下，重点调整（    ）【出题：武汉大学】,['公私关系']
陈毅在《记淮海战役前线见闻》一诗中罗列：“几十万民工走不通，骏马高车送粮食，随军旋转逐西东，前线争立功”，出现这种情景的根本原因是（    ）。【出题：武汉大学】,['解放区实行了土地改革']
我国发射的第一颗人造地球卫星——东方红一号是（    ）。【出题：武汉大学】,['1970年']
推动全面开放，要以（  ）建设为重点，坚持“引进来”和“走出去”并重，遵循共商共建共享原则，加强创新能力开放合作，形成陆海内外联动，东西双向互济的开放格局。,['“一带一路”']
（    ），中央制定了“在德育、智育、体育几方面都得到发展”的教育方针，学校教育进一步受到重视。【出题：武汉大学】,['1957年']
20世纪60年代中期，周恩来总理在亚非欧14国之行时，提出了以“平等互利、尊重受援国的主权、绝不附带任何条件”为核心的中国对外经济技术援助的（    ）原则。【出题：武汉大学】,['八项']
（  ）是实现中华民族伟大复兴的重要基础、关键一步。,['全面建成小康社会']
《论十大关系》中涉及经济方面的重大关系有（    ）。【出题：武汉大学】,"['国家、生产单位和生产者个人的关系', '经济建设和国防建设的关系', '沿海工业和内地工业的关系']"
为当代中国一切发展进步奠定了根本政治前提和制度基础的是（    ）。,"['社会主义基本制度的建立', '新民主主义革命的胜利']"
在新的起点上，必须时刻准备应对各种风险考验，必须进行（  ）、建设（  ）、推进（  ）、实现（  ）。,"['伟大事业', '伟大斗争', '伟大工程', '伟大梦想']"
在探索刚刚起步时，毛泽东论述了中国社会主义建设的基本思想是（    ）。【出题：武汉大学】,['实行马克思主义与中国实际“第二次结合”']
三大改造时期，在农业社会主义改造中建立的初级农业生产合作社属于（    ）。,['半社会主义性质']
毛泽东指出：“一边倒，是孙中山的四十年经验和共产党的二十八年经验教给我们的，深知欲达到胜利和巩固胜利，必须一边倒。”“一边倒”是指倒向（    ）。,['社会主义阵营一边']
常熟凌巷村“将集体土地按人口分口粮田，按劳力分责任田，分户经营，农民可以长期使用，但不能买卖、出租等，经营所得‘交足国家的，留够集体的，剩下都是自己的’。”这一土地经营方式为（    ）。,['家庭联产承包责任制']
（  ）是体现执政党性质宗旨的试金石，是反映治国理政水平的标志。,['政策']
中国共产党第十九次全国代表大会，把（  ）确立为党必须长期坚持的指导思想并庄严地写入党章，实现了党的指导思想的与时俱进。,['习近平新时代中国特色社会主义思想']
社会主义在我国基本确立的标志是（    ）。,['三大改造基本完成']
（    ）制度是新中国成立以来人民民主建设的重大发展，是中国政治生活进一步民主化的标志。【出题：武汉大学】,['人民代表大会']
周恩来代表中央发出“向现代科学进军”的动员令是在（    ）。【出题：武汉大学】,['1956年中共中央专门召开的知识分子问题会议上的报告中']
20世纪60年代前期，国际形势出现新的动荡，美国对越南北方的侵略战争逐渐扩大，我国周边形势日趋紧张，备战问题摆到党的重要议程上来。1964年五六月间，中央政治局常委扩大会议和中央工作会议专门讨论“三五”计划时，高度关注国家安全的毛泽东，从经济建设和国防建设的战略布局考虑，提出了（    ）问题。,['三线建设']
从新民主主义革命向社会主义民主专政转变的根本政治保证是（    ）。,['人民民主专政政权在全国的确立']
1960年4月，《红旗》杂志发表题为（    ）的文章，体现了中苏两党在观点上的分歧。【出题：武汉大学】,['《列宁主义万岁》']
从1963年9月至1964年7月，中共中央相继发表（    ）篇评论苏共中央公开信的文章，点名批评“赫鲁晓夫修正主义”。【出题：武汉大学】,['9']
20世纪60年代前期，为克服困难，许多地方的农村自发搞起了各种形式的（    ）。,['包产到户']
三反运动是指新中国成立初期在中国共产党和国家机关内部开展的（    ）的运动。【出题：武汉大学】,"['反官僚主义', '反贪污', '反浪费']"
党的八大坚持了1956年5月党中央提出的（    ），即（    ）的经济建设方针。【出题：武汉大学】,"['既反保守又反冒进', '在综合平衡中稳步前进']"
20世纪六七十年代，新中国在尖端科技领域取得的重大成就有（    ）。,"['第一颗原子弹试验成功', '第一颗人造地球卫星发射成功', '第一颗氢弹试验成功']"
 1953年至1955年夏是实行国家资本主义初级形式的阶段，主要是在工业中采用（    ），在商业中委托经销、代销等。【出题：武汉大学】,"['委托加工', '订货', '统购包销 ']"
新中国成立初期，人民政府为了稳定市场和人心，打击投机倒把活动，经过（    ），稳定了物价，结束了我国十几年物价暴涨的局面。【出题：武汉大学】,['“银元之战”和“米棉之战”']
1953年10月，中共中央作出关于对粮食实行计划收购和计划供应的决定，接着通过对棉花、油料、食油等主要农产品的“（    ）”，加快了农业社会主义改造的步伐。【出题：武汉大学】,['统购统销']
党的八大着重提出了执政党的建设问题，大会《关于修改党的章程的报告》指出，（    ）是我们党的组织工作中的根本问题，是党章中的根本问题。,['群众路线']
1954年，一届全国人大一次会议通过的《中华人民共和国宪法》规定我国人民专政的政体是（    ）。,['人民代表大会制度']
供给侧结构性改革的重点，是（  ）。,['解放和发展社会生产力']
1955年亚非会议期间，周恩来发表声明：中国政府愿意同美国政府坐下来谈判，讨论和缓（    ）紧张局势特别是和缓台湾地区的紧张局势问题。这个声明促使中美两国于1955年8月开始大使级会谈，为以后中美关系的改善打下了初步基础。【出题：武汉大学】,['远东']
1965年夏，三线建设进入实质性实施阶段，并在1965年至1966年形成一个小高潮。这时，三线建设的主战场在（    ）大三线。,['西南']
1956年3月，国务院成立科学规划委员会，历时数月反复论证，编制出《一九五六——一九六七年科学技术发展远景规划纲要（修正草案）》，该规划的指导方针是（    ）。,['重点发展，迎头赶上']
中共中央于1950年5月1日发出《关于在全党全军开展整风运动的指示》，要求在全党全军进行一次整风运动，严格整顿党的作风，首先是（    ）。,['整顿干部作风']
（  ）是关系党的使命宗旨的重大政治问题，也是关系民生的重大社会问题。,['生态环境']
1949年10月到1976年10月，是中国共产党领导人民进行（    ）和开始全面建设社会主义的时期。,['社会主义改造']
毛泽东《在延安文艺座谈会上的讲话》提出了“文艺为人民服务，首先是为（    ）服务”的方针。,['工农兵']
中共中央于1950年5月1日发出《关于在全党全军开展整风运动的指示》，要求在全党全军进行一次整风运动，严格地整顿全党作风，首先是整顿（    ）。,['干部作风']
1950年5月中旬中央强调，调整工商业的重点是调整公私关系，同时调整（    ）和（    ）。【出题：武汉大学】,"['产销关系', '劳资关系']"
继1947年5月内蒙古自治区成立和1955年10月新疆维吾尔自治区成立之后，中国先后又建立了（    ）3个省级民族自治区，这些区域一直延续到今天。【出题：武汉大学】,"['西藏 ', '宁夏', '广西']"
1956年，国家制定了科学技术发展的第一个远景规划，将两弹的研制提到日程上来。这“两弹”是指（    ）。【出题：武汉大学】,"['导弹', '原子弹']"
1949年4月23日，华东军区海军司令部在江苏（    ）白马庙成立。后来，这一天确立为中国人民解放军海军成立日。【出题：武汉大学】,['泰州']
1956年6月，创造第一个世界纪录的中国运动员是（    ）。【出题：武汉大学】,['陈镜开']
为人民谋幸福、为民族谋复兴、为世界（  ），是深刻理解和全面把握习近平新时代中国特色社会主义思想的金钥匙。,['谋大同']
通过没收官僚资本，新中国建立了社会主义性质的（    ）。,['国营经济']
党的十八大报告指出，（  ）是一项长期艰巨的历史任务，必须准备进行具有许多新的历史特点的伟大斗争。,['发展中国特色社会主义']
人民解放军解放全国大陆的时间是（  ）。,['1951年10月']
1952年7月1日，新中国成立后修建的第一条铁路（    ）建成通车。,['成渝铁路']
1954年2月，党的（    ）通过决议，正式批准1953年中央政治局确认的过渡时期总路线。【出题：武汉大学】,['七届四中全会']
1953年开始，（    ）工作在整个国家生活中居于首要地位。【出题：武汉大学】,['经济建设']
1960年4月，《红旗》杂志发表题为《列宁主义万岁》的文章，在国际共产主义理论一系列问题上对（    ）的观点进行了不点名的批驳。【出题：武汉大学】,['赫鲁晓夫']
1963年，被国防部授予“南京路上好八连”称号的是（    ）。【出题：武汉大学】,['解放军上海警备区特务团三营第八连']
着力发展开放型经济，提高现代化经济体系的国际竞争力，要以“（  ）”建设为重点，坚持引进来和走出去并重，形成陆海内外联动，东西双向互济的开放格局。,['一带一路']
（    ）年，尼克松总统访华。毛泽东主席会见尼克松，周恩来总理同他举行会谈。中美双方经过会谈于2月28日在上海发表《中美联合公报》，标志着两国关系正常化进程的开始。,['1972']
2018年11月，习近平总书记在上海考察时指出，党建工作的难点在基层，亮点也在基层。随着经济成分和就业方式越来越多样化，在（  ）、（  ）就业的党员越来越多，要做好其中的党员教育管理工作，引导他们积极发挥作用。,"['新经济组织', '新社会组织']"
1954年1月，中共中央就加强和改进各级党委对文艺工作的领导作出批示，指出文化工作的首要任务是积极地发展适合群众需要的新的文学艺术和电影的创作，同时对民间原有各种艺术和娱乐形式应广泛地加以（    ）。【出题：武汉大学】,"['利用', '发展', '改革', '发掘']"
以（    ）为标志，党对中国社会主义建设道路的探索有了良好开端。【出题：武汉大学】,"['党的八大', '《论十大关系》']"
党的八大提出我国的经济建设方针是（    ）。【出题：武汉大学】,['既反保守又反冒进，在综合平衡中稳步前进 ']
1950年6月朝鲜战争爆发，10月19日以（    ）为司令员兼政治委员的中国人民志愿军奉命开赴朝鲜战场。【出题：武汉大学】,['彭德怀']
新中国成立初期独立自主的和平外交方针的内容不包括（    ）。,['一大片']
1950年11月中下旬，中财委召开第二次全国财政会议，根据美国扩大侵朝战争的时局变化和“邻国战争，国内被炸”的情况，决定把1951年财经工作的方针放在抗美援朝战争的基础之上，概括的说就是“（    ）第一，稳定市场第二，其他第三。,['国防']
“一五”计划建设时期，涌现出一大批劳动模范和先进单位，其中大同煤矿工人（    ）和工友们创造出一套巷道快速掘进法，大大提高了劳动生产率。【出题：武汉大学】,['马六孩']
（    ）我国在联合国的一切合法权利得到恢复。【出题：武汉大学】,['二十世纪七十年代初']
1954年，由于美国的阻挠，讨论朝鲜问题和印度支那问题的日内瓦会议未能就政治解决（    ）达成协议【出题：武汉大学】,['朝鲜问题']
（    ）底，我国基本上完成了对生产资料私有制的社会主义改造，初步建立起公有制占绝对优势的社会主义经济制度。【出题：武汉大学】,['1956年']
下列在20世纪50年代至60年代创作的文艺作品中，属于郭沫若的作品是（    ）。【出题：武汉大学】,['《武则天》']
在社会主义发展历程中，第一个深入研究社会主义社会的矛盾问题，形成了一套系统的关于社会主义社会矛盾的学说，大大丰富和发展了科学社会主义理论的是（    ）。【出题：武汉大学】,['毛泽东']
在20世纪60年代创作的众多文艺作品中，浸润着周恩来关怀、于1964年10月上演的大型音乐舞蹈史诗（    ）是一颗璀璨的明珠。【出题：武汉大学】,['《东方红》']
中国共产党在过渡时期的总路线和总任务是逐步实现（    ）。,"['对农业的社会主义改造', '对资本主义工商业的社会主义改造', '国家的社会主义工业化 ', '对手工业的社会主义改造']"
坚持把完善和发展（  ）、推进（  ）作为全面深化改革的总目标。,"['国家治理体系和治理能力现代化', '中国特色社会主义制度']"
全面小康，要求覆盖的（    ）要全面、覆盖的（    ）要全面、覆盖的（    ）要全面。,"['区域', '领域', '人口']"
（    ）的胜利雄辩地证明：“西方侵略者几百年来只要在东方一个海岸架起几尊大炮就可以霸占一个国家的时代一去不复返了”。【出题：武汉大学】,['抗美援朝战争']
1951年9月，中国共产党第一次全国宣传工作会议在北京召开。刘少奇在会议的总结报告中，分析了革命胜利后进行马列主义毛泽东思想宣传的有利条件。提出“用马列主义的思想原则，在全国范围内和全体规模上教育人民是我们党的一项最基本的（    ）。”,['政治任务']
中共中央决定，从1953年起执行我国发展国民经济的第一个五年计划，并提出向（    ）过渡的总路线。,['社会主义']
“一五”计划建设时期，涌现了一大批劳动模范和先进单位，其中鞍钢技术革新能手王崇伦发明和改进了 “（    ）”，一年完成三年的劳动定额。【出题：武汉大学】,['万能工具胎 ']
1962年初，中共中央为统一思想、总结经验教训和明确工作方向召开了（    ）。,['七千人大会']
1956年到1966年的十年，我国的社会主义建设取得了无可否认的巨大成就，其中在基础科学研究领域，1965年我国在国际上首次人工合成（    ）结晶，在世界处于领先地位。,['牛胰岛素']
1954年5月，在中方的协助下，（    ）人民抗击法国侵略的战争取得奠边府战役大捷，导致法国主战派内阁倒台。以周恩来为首的中国代表团抓住机遇，在英、法及苏、越等国代表团之间进行了卓越的外交斡旋，终于促使会议达成恢复印度支那和平的协议，法国从越南、老挝、柬埔寨撤军，并确认三国的民族独立地位。【出题：武汉大学】,['越南 ']
20世纪50年代中期至60年代中期，在美苏两个超级大国主导的世界冷战格局中，国际局势的发展充满动荡和曲折，世界上各种力量出现分化和改组，中国面临来自多方的公开的和潜在的侵略威胁、战争挑衅和军事压力。在同美国对抗，同苏联论战的过程中，发展同（    ）国家的关系成为中国外交工作的重点。,['亚非拉']
1977年8月，邓小平在中央召开的科学和教育工作座谈会上，以及与教育部负责人谈话时，一再强调建国后17年我国科学、教育的主导方面是红线，我国知识分子的绝大多数是自觉自愿地为社会主义服务的。他号召（    ）。【出题：武汉大学】,['尊重知识，尊重人才，调动广大知识分子的积极性']
毛泽东在《关于正确处理人民内部矛盾的问题》一文中特别指出，工人阶级同民族资产阶级的矛盾属于（    ）。【出题：武汉大学】,['人民内部矛盾']
2017年10月31日，习近平总书记带领中共中央政治局常委瞻仰党的一大会址、赴浙江嘉兴瞻仰南湖红船时强调，“其作始也简，其将毕也必巨”。96年来，我们党团结带领人民取得了举世瞩目的伟大成就，这值得我们骄傲和自豪。同时，事业发展永无止境，共产党人的初心永远不能改变。唯有（  ），方可告慰历史、告慰先辈，方可赢得民心、赢得时代，方可善作善成、一往无前。,['不忘初心']
1956年9月，党的八大召开，标志着党对中国社会主义建设道路的探索取得初步成果。（    ）的提出，则是这一探索的开始。,['《论十大关系》']
与新民主主义时期三种主要的经济成分相联系，新民主主义社会的阶级构成主要表现为三种基本的阶级力量，它们是（    ）。,"['工人阶级 ', '民族资产阶级', '农民阶级和其他小资产阶级']"
毛泽东经过充分细致的调查，逐渐形成了对中国社会主义建设有全局性、长远性指导意义的《论十大关系》报告。“十大关系”的前五条主要讨论经济问题，从经济工作的各个方面来调动各种积极因素。其中第一至第三条讲的是（    ）。,"['经济建设和国防建设的关系', '手工业和资本主义工商业的关系', '沿海工业和内地工业的关系']"
1953年1月，党和政府提出了（    ）的方针，明确了教育工作的重点是高等教育，中心是培养人才，特别是培养高、中级技术人才。【出题：武汉大学】,"['稳步前进', '整顿巩固', '提高质量', '重点发展']"
这是一张党的八届九中全会的会议现场图片，该会议提出的方针包括（    ）。【出题：武汉大学】,"['充实 ', '调整 ']"
（    ）沿线地形险峻、地质复杂，被外国专家断定为“筑路禁区”。三线建设者们开凿隧道427座，架设桥梁上千座，桥梁隧道占全线总长的40％，被联合国称为“象征二十世纪人类征服自然的三大奇迹”之一。【出题：武汉大学】,['成昆铁路']
1956年4月，中央政治局扩大会议在讨论“十大关系”时，提出要把政治思想问题同学术性质、艺术性质、技术性质的问题区分开来。为发展文化和科学，毛泽东提出了（    ）作为发展科学文化事业的指导方针。,['“百花齐放，百家争鸣”']
（  ）是党在新的时代条件下带领全国各族人民进行的新的伟大革命。,['改革开放']
20世纪50年代，我国在对资本主义工商业进行社会主义改造的过程中，创造了一系列国家资本主义具体形式。以下不属于国家资本主义具体形式的是（    ）。,['统购统销']
农业社会主义改造的基本方针是积极领导，（    ）。,['稳步前进']
新中国成立后的最初三年，在着重完成民主革命遗留任务的同时，社会主义革命的任务实际上也已经开始实行了。以下属于完成民主革命遗留任务的是（    ）。,['在新解放区进行土改']
在进行社会主义改造、向社会主义过渡的进程中，中国共产党积累了丰富的历史经验，包括坚持社会主义工业化建设与社会主义改造同时并举，采取积极引导、逐步过渡的方式及用和平方法进行改造。在以下逐步过渡的方式中，在性质上属于社会主义性质的形式是（    ）。,['全行业公私合营']
1956年1月10日，（    ）市率先宣布私营工商业全部实现全行业公私合营。【出题：武汉大学】,['北京']
1956年中国共产党（    ）召开前后，中国共产党探索中国社会主义建设道路有了一个良好开端。【出题：武汉大学】,['第八次全国代表大会']
党的八大以后，为了解决社会主义改造中的遗留问题，中央按照“三个主体、三个补充”的方针调整经济关系，其中三个主体是指国家经营和集体经营、计划生产、国家市场，而三个补充指（    ）、自由生产、自由市场。,['个体经营']
走中国工业化道路，是中国共产党初步探索我国社会主义建设道路的一个重要思想。当时所讲的工业化道路问题，主要是指（    ）。,['重工业、轻工业和农业的发展关系问题']
（    ）年3月5日，毛主席题写的“向雷锋同志学习”在《人民日报》上发表。在毛主席的题词发表后，全国广泛开展了“向雷锋学习”的群众运动。,['1963年']
习近平总书记指出：“改革开放是决定当代中国命运的（  ），也是决定实现‘两个一百年’奋斗目标，实现中华民族伟大复兴的关键一招。”,['关键一招']
1950年5月颁布的《中华人民共和国婚姻法》，明确规定（    ）。【出题：武汉大学】,"['实行婚姻自由', '保护妇女合法权益', '男女权利平等', '废除包办强迫']"
推动形成绿色发展方式和生活方式，重点是推进（  ）、（  ）、（  ）、（  ）的绿色转型。,"['产业结构', '消费方式', '空间结构', '能源结构']"
这段视频反映了国民革命军北伐战争时的情景，战争讨伐的对象不包括（    ）。【出题：武汉大学】,['袁世凯 ']
1949年3月，中共中央在（    ）召开七届二中全会。毛泽东在会上向全党同志提出了著名的“两个务必”。【出题：武汉大学】,['西柏坡']
1957年2月，毛泽东在扩大的最高国务会议上发表《关于正确处理人民内部矛盾的问题》的讲话，指出国家政治生活的主题应该是（    ）。【出题：武汉大学】,['正确处理人民内部矛盾']
没收（    ）归人民的国家所有，既是新民主主义革命的三大经济纲领之一，也是《共同纲领》规定的一项历史任务，同时也带有社会主义革命的性质。,['官僚资本']
发展社会主义（  ），必须始终坚持党的领导、人民当家作主、依法治国有机统一，坚定不移走中国特色社会主义政治发展道路，绝不照搬西方政治模式。,['协商民主']
1956年，在党的八大上提出“三个主体，三个补充”思想的是（    ）。【出题：武汉大学】,['陈云']
（    ）年中国恢复在联合国的合法席位和一切权利，是中国对外关系中一个极为重大的事件，它标志着新中国进入国际体系。,['1971']
新中国外交政策成熟的标志是（    ）。,['和平共处五项原则的提出']
1957年春，全党开展整风运动的主题是（    ）。【出题：武汉大学】,['正确处理人民内部矛盾']
在我国社会主义建设时期，新华社播发了长篇通讯《县委书记的榜样——（    ）》，在全国引起了强烈反响。【出题：武汉大学】,['焦裕禄']
中国共产党是中国特色社会主义事业的领导核心，所以必须（  ），充分发挥党总揽全局、协调各方的领导核心作用。,['加强和改善党的领导']
从1949年至1952年，党领导人民集中力量恢复国民经济，继续完成民主革命遗留任务的同时，也实际上开始了向社会主义的过渡。向社会主义过渡的主要表现是（    ）。,"['没收官僚资本，建立社会主义性质的国营经济', '在调整工商业过程中，广泛发展初级形式的国家资本主义', '在完成土地改革以后的农村及时地开展互助合作运动']"
1955年6月，为了更好地团结全国科学家，领导并推进中国的科学事业，中国科学院建立了（    ）等学部【出题：武汉大学】,"['技术科学部', '哲学社会科学部', '数理化学部', '生物学地学部']"
从1953年开始，（    ）在整个国家生活中居于首要地位。【出题：武汉大学】,['经济建设工作']
在国家制定第一个五年计划中，党中央确定集中主要力量发展（    ），为国家工业化、建立独立完整的工业体系奠定了基础。【出题：武汉大学】,['重工业']
2008年在北京举办第（  ）届奥林匹克运动会。,['29']
（  ）是民族振兴、社会进步的重要基石，是国之大计，党之大计，对提高人民综合素质，促进人的全面发展、增强中华民族创新创造活力，实现中华民族伟大复兴具有决定性意义。,['教育']
（  ）是坚持和发展中国特色社会主义的必由之路。,['改革开放']
1955年，中国在（    ）会议上提出并坚持“求同存异”的方针，推动会议朝着达成协议的方向前进，避免了可能走上歧路的危险。【出题：武汉大学】,['万隆']
社会主义社会基本矛盾运动的特点是（    ）。,['又相适应又相矛盾']
毛泽东宣布在1957年开展全党整风是在（    ）上。【出题：武汉大学】,['党的八届二中全会']
1956年4月，中央政治局扩大会议在讨论（    ）时，提出要把政治思想问题同学术性质、艺术性质、技术性质的问题区分开来，为了发展文化和科学，要贯彻毛泽东过去分别提出的“百花齐放”“百家争鸣”两个口号。【出题：武汉大学】,['《论十大关系》']
1950年6月30日，在全国政协一届二次会议中毛泽东主席签署命令，正式颁布《中华人民共和国土地改革法》，作为在全国新解放地区实行土地改革的法律依据。其中针对地主的政策由没收地主在农村中的一切财产转变为（    ）。,['只没收“五大财产”']
1949年新中国成立前夕，毛泽东先后提出了三条基本外交方针，并形象地概括为（    ）。,"['“打扫干净屋子再请客”', '“另起炉灶”', '“一边倒”']"
中华人民共和国的成立具有世界性意义，它（    ）。,"['壮大了世界和平民主和社会主义的力量', '对世界历史进程产生了深远的积极影响', '冲破了帝国主义的东方战线', '极大地改变了世界的政治格局']"
20世纪60年代前期，是中国革命历史题材创作最为丰盛的时期之一，涌现了许多著名的电影和舞台剧，以下属于这一时期的有（    ）。,"['《林海雪原》', '《革命家庭》', '《怒潮》', '《51号兵站》']"
新中国成立初期，为了发展国营经济，也为了发挥其他经济成分的重要作用，党提出了（    ）的经济建设方针。【出题：武汉大学】,['公私兼顾、劳资两利、城乡互助、内外交流']
全面推进（  ）的总目标是建设中国特色社会主义法治体系、建设社会主义法治国家。,['依法治国']
走中国特色社会主义政治发展道路，必须积极稳妥推进（  ）体制改革。,['政治']
加强（  ）建设，是全面从严治党的治本之策。,['纪律']
（  ）是一个国家的重要稳定器。,['核心价值观']
（    ）中共中央发出《关于整风运动的指示》，发动党内对党提出批评建议，希望通过整风运动，造成一个又有集中又有民主，又有纪律又有自由，又有统一意志又有个人心情舒畅、生动活泼，那样一种政治局面。【出题：武汉大学】,['1957年4月27日']
毛泽东在党的七届三中全会上所做的《不要四面出击》讲话中批评了“认为可以提早消灭资本主义实行社会主义”的错误思想，并指出对（    ）的政策仍然是又团结又斗争，以团结为主，是节制资本而不是挤走资本、消灭资本。,['民族资产阶级']
1950年5月1日颁行的（    ），是我国制定的第一部法律。【出题：武汉大学】,['《中华人民共和国婚姻法》']
1961年1月，党的八届九中全会正式决定对国民经济实行（    ）的方针，标志着党的指导方针发生了重要转变。,['调整、巩固、充实、提高']
新中国成立后，我国的国际地位不断提高，国际环境有所改善。二十世纪七十年代，中日关系有所缓和。中日建交是（    ）年。【出题：武汉大学】,['1972']
和平共处五项原则具体指的是（    ）。,"['互不侵犯', '互相尊重主权和领土的完整', '互不干涉内政', '平等互利，和平共处']"
实现中国梦必须弘扬中国精神。这就是以（  ）为核心的民族精神，以（  ）为核心的时代精神。,"['爱国主义', '改革创新']"
1962年11月，党中央成立以周恩来为首，包括贺龙、聂荣臻等在内的十五人专门委员会，负责组织和领导“两弹一星”的研制。（    ）年，我国成功爆炸第一颗原子弹。,['1964']
（    ）文章中指出了“为什么人的问题，是一个根本的问题、原则的问题”。,['《在延安文艺座谈会上的讲话》']
新中国成立初期，我国社会主义国营经济建立的最主要的途径和手段是（    ）。,['没收官僚资本']
党的十八大以来，在以习近平同志为核心的党中央坚强领导下，在习近平新时代中国特色社会主义思想科学指引下，“（  ）”在香港、澳门的成功实践深入推进，两岸关系实现和平发展。,['一国两制']
为尽快改变农村落后面貌，毛泽东主持制定了我国第一个中长期农业发展规划——《一九五六年到一九六七年全国农业发展纲要（草案）》，简称“（    ）”。【出题：武汉大学】,['农业四十条']
1956年到1957年上半年，四川、安徽等地农村出现了包产到户的生产经营方式，这是朝向实行农业生产责任制的创造性的尝试，主持人是中央农村工作部的（    ）。【出题：武汉大学】,['邓子恢']
